sample	TN	PATIENT	cancer	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-EM-A1YC-01	tumor	TCGA-EM-A1YC	THCA	10.37	7.73	6.96	12.08	10.64	12.14	9.91	8.64	10.84	2.57
TCGA-EM-A1YC-11	normal	TCGA-EM-A1YC	THCA	10.23	7.84	8.23	9.87	9.58	11	10.4	8.25	10.74	4.46
TCGA-EM-A3ST-01	tumor	TCGA-EM-A3ST	THCA	9.78	7.11	7.51	9.18	9.35	11.49	10.44	6.92	9.7	3.9
TCGA-EM-A3ST-11	normal	TCGA-EM-A3ST	THCA	10.3	8.33	8.1	10.9	9.95	11.85	10.58	8.05	10.24	2.29
TCGA-ET-A2MX-01	tumor	TCGA-ET-A2MX	THCA	9.63	8.05	6.9	10.48	10.19	11.18	10.45	8.13	11.19	8.99
TCGA-ET-A2MX-11	normal	TCGA-ET-A2MX	THCA	10.63	8.04	8.15	10.41	10.02	10.94	10.34	8.79	10.75	3.55
TCGA-ET-A2N5-01	tumor	TCGA-ET-A2N5	THCA	10.08	7.68	7.57	11.07	10.26	11.34	10.4	8.36	10.45	2.11
TCGA-ET-A2N5-11	normal	TCGA-ET-A2N5	THCA	10.29	7.81	7.74	10.75	10.12	11.05	10.3	9.11	10.51	2.94
TCGA-ET-A3DP-01	tumor	TCGA-ET-A3DP	THCA	9.29	7.13	6.86	10.23	9.58	10.45	9.78	8.8	11.27	3.25
TCGA-ET-A3DP-11	normal	TCGA-ET-A3DP	THCA	10.78	7.51	7.92	10.84	9.81	10.69	9.96	9.35	11.55	1.99
TCGA-ET-A3DW-01	tumor	TCGA-ET-A3DW	THCA	9.28	7.45	7.42	10.12	10.32	10.35	10.1	8.68	11.66	8.47
TCGA-ET-A3DW-11	normal	TCGA-ET-A3DW	THCA	10.14	7.57	7.58	10.98	10.63	11.17	10.1	9.01	11.01	1.76
TCGA-FY-A3TY-01	tumor	TCGA-FY-A3TY	THCA	9.42	7.39	7.51	10.35	9.78	10.32	10.24	8.94	11.41	6.17
TCGA-FY-A3TY-11	normal	TCGA-FY-A3TY	THCA	9.98	7.98	7.67	10.66	10.1	10.76	10.07	9.07	10.96	2.67
TCGA-GE-A2C6-01	tumor	TCGA-GE-A2C6	THCA	8.76	7.21	7.22	10.28	9.84	10.61	10.14	8.96	10.8	5.62
TCGA-GE-A2C6-11	normal	TCGA-GE-A2C6	THCA	9.62	7.81	7.8	10.63	9.99	10.48	10.02	9.3	10.9	4.16
TCGA-H2-A2K9-01	tumor	TCGA-H2-A2K9	THCA	9.28	7.11	7.46	10.67	9.73	11.57	10.43	8.66	10.84	4.08
TCGA-H2-A2K9-11	normal	TCGA-H2-A2K9	THCA	9.77	7.72	7.53	10.76	10.17	10.65	10.07	9.28	11.26	3.4
TCGA-H2-A3RI-01	tumor	TCGA-H2-A3RI	THCA	9.28	7.91	7.56	10.18	10.05	10.68	10.36	8.56	11.75	6.19
TCGA-H2-A3RI-11	normal	TCGA-H2-A3RI	THCA	10.3	7.96	7.63	10.53	10.01	10.83	10.32	8.94	11.13	3.12
TCGA-KS-A41I-01	tumor	TCGA-KS-A41I	THCA	8.95	6.64	7.24	9.22	9.29	11.39	10.38	7.53	10.38	6.02
TCGA-KS-A41I-11	normal	TCGA-KS-A41I	THCA	9.78	7.76	7.78	10.34	9.81	10.46	10.03	9.01	11.51	4.88
TCGA-KS-A41J-01	tumor	TCGA-KS-A41J	THCA	9.78	7.89	7.49	10.06	9.39	10.84	10.41	7.91	10.62	6.05
TCGA-KS-A41J-11	normal	TCGA-KS-A41J	THCA	10.16	7.81	7.77	10.52	10.09	10.53	9.96	9.07	11.18	2.99
TCGA-KS-A41L-01	tumor	TCGA-KS-A41L	THCA	10.21	8.37	8.04	9.72	10.14	11.7	11	7.51	9.82	5.67
TCGA-KS-A41L-11	normal	TCGA-KS-A41L	THCA	9.96	7.88	7.77	10.64	10.18	10.99	10.26	8.78	11.22	2.92
TCGA-AJ-A2QL-01	tumor	TCGA-AJ-A2QL	UCEC	9.17	7.9	6.64	11.08	10.61	10.53	10.45	9.39	9.44	6.14
TCGA-AJ-A2QL-11	normal	TCGA-AJ-A2QL	UCEC	8.61	8.86	7.39	10.57	10.26	10.5	10.07	9.58	9.68	2.6
TCGA-AJ-A3NC-01	tumor	TCGA-AJ-A3NC	UCEC	9.32	7.57	7.17	10.63	9.79	10.93	10.71	8.65	9.69	8.52
TCGA-AJ-A3NC-11	normal	TCGA-AJ-A3NC	UCEC	8.33	8.17	7.82	10.42	8.82	10.37	9.93	8.8	10.82	4.1
TCGA-AJ-A3NE-01	tumor	TCGA-AJ-A3NE	UCEC	8.86	7.41	6.21	10.71	10.09	10.38	10.73	9.23	9.37	5.67
TCGA-AJ-A3NE-11	normal	TCGA-AJ-A3NE	UCEC	8.77	6.91	6.89	10.34	9.04	10.05	9.88	9.48	10.53	5.01
TCGA-AJ-A3NH-01	tumor	TCGA-AJ-A3NH	UCEC	8.97	7.21	7.22	9.6	9.27	10.62	10.68	8.82	9.52	9.57
TCGA-AJ-A3NH-11	normal	TCGA-AJ-A3NH	UCEC	8.84	8.67	7.5	10.39	9.91	10.71	10.27	9.18	9.86	5.48
TCGA-AX-A05Y-01	tumor	TCGA-AX-A05Y	UCEC	8.49	6.05	5.34	9.71	9.07	10.53	9.81	8.55	8.43	9.03
TCGA-AX-A05Y-11	normal	TCGA-AX-A05Y	UCEC	8.71	8.01	8.09	10.48	9.42	10.31	10.25	9.14	10.95	5.5
TCGA-AX-A0IZ-01	tumor	TCGA-AX-A0IZ	UCEC	8.86	7.66	7.22	9.45	9.65	10.6	10.87	8.22	9.79	7.49
TCGA-AX-A0IZ-11	normal	TCGA-AX-A0IZ	UCEC	8.52	8.4	8.02	10.42	9.18	9.97	10.37	8.96	10.75	2.36
TCGA-AX-A0J0-01	tumor	TCGA-AX-A0J0	UCEC	9.12	7.11	7.16	10.75	10.45	10.63	10.03	8.56	9.88	4.39
TCGA-AX-A0J0-11	normal	TCGA-AX-A0J0	UCEC	8.74	8	8.14	10.39	9.48	10.2	10.45	9.07	10.76	4.74
TCGA-AX-A1CF-01	tumor	TCGA-AX-A1CF	UCEC	8.58	6.81	6.36	10.94	10.05	11	10.24	10.28	9.48	10.17
TCGA-AX-A1CF-11	normal	TCGA-AX-A1CF	UCEC	8.51	8.16	7.1	10.05	9.61	10.57	9.87	9.35	10.02	4.96
TCGA-AX-A1CI-01	tumor	TCGA-AX-A1CI	UCEC	8.5	7.83	7.5	9.92	9.21	10.85	10.35	8.12	9.18	5.99
TCGA-AX-A1CI-11	normal	TCGA-AX-A1CI	UCEC	8.65	8.56	7.15	10.29	10.27	10.3	9.74	9.78	10.49	5.01
TCGA-AX-A1CK-01	tumor	TCGA-AX-A1CK	UCEC	8.43	8.38	7.08	9.45	9.29	12.76	10.03	7.97	8.34	6.12
TCGA-AX-A1CK-11	normal	TCGA-AX-A1CK	UCEC	8.9	8.59	7.28	10.41	10.04	10.3	10.05	9.71	10.23	4.66
TCGA-AX-A2HA-01	tumor	TCGA-AX-A2HA	UCEC	9.45	7.56	7.24	10.69	10.16	10.38	9.74	9.03	11.38	5.28
TCGA-AX-A2HA-11	normal	TCGA-AX-A2HA	UCEC	8.94	7.7	7.41	10.35	9.72	10.43	9.95	9.44	10.89	4.18
TCGA-AX-A2HC-01	tumor	TCGA-AX-A2HC	UCEC	8.56	8.27	6.12	10.37	10.66	10.43	8.86	9.25	10.88	6.5
TCGA-AX-A2HC-11	normal	TCGA-AX-A2HC	UCEC	8.81	7.58	6.81	10.74	9.4	10.13	10.66	8.71	10.63	3.2
TCGA-AX-A2HD-01	tumor	TCGA-AX-A2HD	UCEC	8.69	7.54	6.06	10.93	10.27	10.06	9.83	9.22	9.79	4.97
TCGA-AX-A2HD-11	normal	TCGA-AX-A2HD	UCEC	8.55	8.76	7.39	10.23	8.99	10.54	10.18	8.52	9.93	5.34
TCGA-BG-A2AD-01	tumor	TCGA-BG-A2AD	UCEC	8.59	7.19	6.34	10.54	10.7	10.26	9.79	9.88	11.14	6.09
TCGA-BG-A2AD-11	normal	TCGA-BG-A2AD	UCEC	8.72	7.4	7.26	10.33	9.29	10.19	10.11	9.14	10.28	3.04
TCGA-BG-A3EW-01	tumor	TCGA-BG-A3EW	UCEC	9.05	6.91	5.97	11.04	9.99	10.18	10.75	8.53	10.65	7.87
TCGA-BG-A3EW-11	normal	TCGA-BG-A3EW	UCEC	8.79	7.54	7.08	10.28	9.07	10.4	10.28	8.73	10.6	2.1
TCGA-BG-A3PP-01	tumor	TCGA-BG-A3PP	UCEC	9.45	6.84	7.23	11.44	9.14	11.39	10.46	8.29	10.38	11.83
TCGA-BG-A3PP-11	normal	TCGA-BG-A3PP	UCEC	8.52	8.94	7.77	9.95	9.1	10.28	9.68	9.1	10.32	4.4
TCGA-BK-A0CB-01	tumor	TCGA-BK-A0CB	UCEC	8.15	7.15	6.46	9.29	8.88	10.28	10.14	8.03	9.31	9.13
TCGA-BK-A0CB-11	normal	TCGA-BK-A0CB	UCEC	8.06	7.76	7.23	10.52	9.3	9.87	9.82	9.81	11.2	1.16
TCGA-BK-A13C-01	tumor	TCGA-BK-A13C	UCEC	8.34	7.47	6.16	11.1	10.6	9.89	10.27	9.74	9.77	5.74
TCGA-BK-A13C-11	normal	TCGA-BK-A13C	UCEC	8.11	7.54	7.12	10.57	9.52	9.9	10.07	9.11	11.15	2.18
TCGA-BK-A4ZD-01	tumor	TCGA-BK-A4ZD	UCEC	7.86	7.78	7.65	10.63	9.99	10.34	10.15	9.06	10.8	5.04
TCGA-BK-A4ZD-11	normal	TCGA-BK-A4ZD	UCEC	8.43	7.57	7.02	10.73	9.65	10.65	10.28	8.99	11.22	1.43
TCGA-DI-A2QU-01	tumor	TCGA-DI-A2QU	UCEC	8.36	8.31	6.82	11.38	9.59	12.94	9.95	9.01	9.34	7.64
TCGA-DI-A2QU-11	normal	TCGA-DI-A2QU	UCEC	8.2	7.75	7.04	10.35	9.95	9.97	9.99	9.17	11.89	4.42
TCGA-DI-A2QY-01	tumor	TCGA-DI-A2QY	UCEC	9.37	7.26	7	8.96	8.43	11.07	10.82	7.65	9.25	11.33
TCGA-DI-A2QY-11	normal	TCGA-DI-A2QY	UCEC	8.85	8.55	7.36	10.47	9.8	10.98	10.28	9.32	9.48	6.46
TCGA-E6-A1M0-01	tumor	TCGA-E6-A1M0	UCEC	8.58	8.96	7.06	10.8	10.79	10.82	10.21	8.93	7.93	5.4
TCGA-E6-A1M0-11	normal	TCGA-E6-A1M0	UCEC	9.08	8.97	7.64	10.13	9.72	9.78	9.33	9.77	10.69	2.72
