sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-EY-A1GX-01	UCEC	0	0.214323137	0.075922273	3.09E-05	0.028232044	0.230646861	0	0.028830418	0	0	0	0.016960087	0.087840659	0.081984633	0	0	0	0.073034053	0.162194893	0	0	0	0.462	0.009614592	1.080856558
TCGA-H5-A2HR-01	UCEC	0	0.044812948	0.014612942	0.135019459	0	0	0	0.076279202	0.113382572	0	0	0.117591854	0.023589732	0.230245659	0.02716612	0.196729442	0	0.000450718	0.020119353	0	0	0	0.022	0.263288869	0.984531879
TCGA-PG-A6IB-01	UCEC	0.017378633	0	0.038326675	0.342824451	0	0	0.041026086	0.114725321	0.055914091	0	0	0.060273375	0	0.091949148	0.070323517	0.140621982	0.022450345	0	0	0.004186377	0	0	0.042	0.164025188	1.037433105
TCGA-QS-A5YQ-01	UCEC	0.070027674	0	0.110624015	0.169221338	0	0.067812371	0	0.150796989	0.113829768	0	0	0.062186682	0.011389094	0.104806109	0.024475055	0.105640193	0	0	0.007020356	0	0	0.002170356	0.018	0.272899146	0.983834916
TCGA-SL-A6J9-01	UCEC	0.025128256	0	0.025300497	0.156331218	0	0	0.026941623	0.128806615	0.058626447	0.017765382	0	0.060757356	0	0.075526081	0.062829715	0.335699051	0	0.0010994	0.025188358	0	0	0	0.144	0.085586446	1.056237368
TCGA-QS-A5YR-01	UCEC	0.060260192	0	0.281128317	0.098023166	0	0.084186462	0	0.059728896	0.07332357	0	0	0.024244162	0.013319997	0.106774803	0.00398207	0.152810535	0.002881552	0	0	0.016364547	0	0.022971732	0.004	0.419294276	0.914643132
TCGA-QF-A5YT-01	UCEC	0.122172366	0	0.094432101	0.217236255	0.013023389	0	0	0.105198949	0.044971691	0	0.002602976	0.068955929	0.018069752	0.007821704	0.017390794	0.19210603	0.017836672	0.041902465	0.033404466	0	0	0.002874462	0.038	0.188467986	1.014281958
TCGA-SL-A6JA-01	UCEC	0	0.169952536	0.119842043	0.111548551	0	0	0	0.260345775	0	0	0	0.047621573	0.036324854	0	0	0.137558165	0.011909031	0.076363379	0.026304543	0	0.002229551	0	0.034	0.207700657	1.010618783
TCGA-FI-A2EY-01	UCEC	0.158696616	0	0.052406061	0.003235374	0	0.174777501	0	0.095415616	0	0	0.017821408	0.116298004	0.029630185	0.088357481	0	0.182427377	0	0.057468278	0	0.023466098	0	0	0.086	0.121156702	1.040416022
TCGA-EY-A210-01	UCEC	0.042056952	0.032487959	0.071089494	0.124800743	0	0.06036723	0	0.150724377	0.034090501	0	0	0.080992082	0.002896799	0.033651422	0.042642143	0.286735349	0.017617827	0.018885555	0	0	0	0.000961566	0.034	0.207057755	1.004051886
TCGA-EY-A1GL-01	UCEC	0	0.000494198	0.0209557	0.073199108	0	0.18094891	0	0.087779937	0	0	0.005609215	0.023123071	0.00290294	0.064159957	0	0.175159563	0	0.279811544	0	0.085855858	0	0	0.208	0.062264591	1.073620071
TCGA-EY-A1GP-01	UCEC	0.046068005	0	0.125490087	0.156953063	0	0.055215791	0	0.16325202	0.002368836	0	0.034684176	0.025869364	0.009074207	0	0.006901962	0.212863164	0	0.083884073	0.077375252	0	0	0	0.022	0.255863372	0.980435835
TCGA-EY-A1GO-01	UCEC	0.013703694	0.184222763	0.024454937	0.19846494	0	0.105986758	0	0	0.019422639	0	0	0.095706018	0.058161375	0.179287036	0	0.061667218	0	0	0.058922622	0	0	0	0.076	0.129137601	1.041449488
TCGA-BS-A0V4-01	UCEC	0	0.070898413	0.016494339	0.258272469	0.069361014	0	0	0.046136463	0.096165965	0	0.044083568	0.020923146	0.048486965	0.121841483	0	0.01418606	0	0.07710529	0	0.087942026	0	0.0281028	0.308	0.035727317	1.084246195
TCGA-B5-A5OD-01	UCEC	0	0.06023889	0.062025505	0.099176745	0	0.142574441	0	0.037814247	0.067004434	0	0	0.034645284	0.07522673	0.10379029	0.014158959	0.266950128	0.023245365	0	0	0.013148982	0	0	0.024	0.240302022	0.986097303
TCGA-B5-A5OE-01	UCEC	0	0.052290212	0.000185918	0.062072245	0	0	0	0.158526871	0	0	0	0.062525412	0.019431851	0.19299221	0.033339111	0.292839981	0	0.036522115	0.081991388	0	0	0.007282686	0.07	0.130445696	1.035261972
TCGA-EY-A5W2-01	UCEC	0	0.06374002	0.019702765	0.236133717	0	0	0.014428452	0.144079809	0.074282859	0	0	0.043839698	0.033723528	0.160215564	0.017332459	0.1328604	0.005088197	0	0	0.054572534	0	0	0.026	0.227981202	0.998542657
TCGA-B5-A11R-01	UCEC	0.173139438	0	0.172988445	0.153544088	0	0	0	0.186892149	0.008122	0	0	0.084250263	0.005467173	0	0.026963338	0.178142464	0.009842947	0.000647695	0	0	0	0	0.004	0.406280085	0.920312119
TCGA-BS-A0V7-01	UCEC	0	0.129441262	0.112427022	0.166959686	0	0.066348225	0.007971872	0.108576945	0.06988633	0	0	0.10833892	0.029083206	0.029956445	0.004141545	0.069696032	0.010173614	0.004734328	0.081979161	0	0	0.000285406	0.004	0.366437071	0.936339354
TCGA-DI-A1C3-01	UCEC	0	0.009814834	0.112021822	0.196244943	0	0	0	0.106936631	0.075823887	0.059889248	0	0.108732818	0.016363181	0	0	0.242320455	0.006694889	0.007216274	0.057941018	0	0	0	0.028	0.213100795	1.00930917
TCGA-B5-A0K9-01	UCEC	0.067442546	0	0.053966216	0.078056989	0	0.179279228	0	0.060800317	0.056770672	0	0.003975601	0.033127114	0	0.287712872	0.029199569	0.087038081	0.00031778	0	0	0.043053469	0	0.019259546	0.038	0.184404079	1.019004999
TCGA-QF-A5YS-01	UCEC	0.000140443	0.028469928	0.058857828	0.142437387	0	0	0	0.231583513	0.083399922	0	0	0.087440336	0.013529217	0.141881736	0.011261343	0.158202131	0.010870129	0	0	0.031926085	0	0	0.036	0.199721936	1.015028522
TCGA-EO-A1Y7-01	UCEC	0	0	0.058174918	0.260972323	0	0	0	0.145240126	0.060601977	0	0	0.15800343	0.007457442	0.014911407	0.023526909	0.245327479	0.000847565	0	0.024936426	0	0	0	0.044	0.154929633	1.048118912
TCGA-AJ-A2QO-01	UCEC	0.0483269	0	0.096289069	0.099950158	0	0	0	0.101343406	0.027166742	0	0.014576121	0.031516744	0.024416432	0.330265549	0.047956636	0.174340748	0	0	0	0	0	0.003851495	0.036	0.202066074	1.016095141
TCGA-D1-A2G0-01	UCEC	0.008939553	0	0.011192938	0.421251622	0	0	0.050548464	0.17640632	0	0	0	0.112071544	0.03105201	0	0.034545756	0.116803479	0.005223724	0	0.03196459	0	0	0	0.038	0.195465216	1.045964088
TCGA-A5-A2K3-01	UCEC	0.039084676	0	0.126847295	0.351272434	0	0	0.094409631	0.072127817	0.032991374	0	0.018811408	0.047611894	0.027178548	0	0.034460391	0.125354998	0.017446581	0	0.012402952	0	0	0	0.024	0.234197382	1.004245137
TCGA-BK-A26L-01	UCEC	0.035061346	0	0	0	0	0.227193133	0	0.039743571	0	0	0	0.056611963	0.000454064	0.090373056	0.033573119	0.334179923	0.008377622	0.082078241	0.084709249	0	0	0.007644713	0.25	0.04965218	1.063183752
TCGA-BK-A139-01	UCEC	0	0.061191182	0	0.093500627	0	0.307626886	0	0.011618755	0	0	0	0	0.015983083	0.057687727	0.100372194	0.288520115	0.016156082	0.004423652	0.020576638	0	0	0.022343059	0.044	0.155022403	1.027160008
TCGA-BK-A0CC-01	UCEC	0.052034299	0	0.030225962	0	0.016771293	0.256114524	0.001544342	0	0	0	0.078814782	0	0.012959602	0.203850242	0	0.043781045	0	0.0505645	0	0.101731029	0	0.15160838	0.272	0.041651197	1.077367289
TCGA-BK-A0CA-01	UCEC	0	0.029308581	0.034820582	0.037229521	0	0.222996978	0	0	0	0	0	0.078237821	0	0.112598276	0	0.302515236	0.002915759	0.059781368	0.014262135	0	0	0.105333744	0.244	0.050484395	1.069052233
TCGA-BK-A139-01	UCEC	0.03519568	0	0	0.029885127	0	0.274475317	0	0	0	0	0	0.025347527	0.004630894	0.026749949	0	0.328112398	0	0.082169475	0.080316349	0	0	0.113117283	0.12	0.099692498	1.043542933
TCGA-BK-A26L-01	UCEC	0	0.05991558	0	0.099193131	0.013761926	0.353767911	0	0.055321894	0	0	0	0	0.049825662	0.002596098	0.003219211	0.145957515	0	0.049126398	0.167314675	0	0	0	0.518	0.004025042	1.091033013
TCGA-BK-A0CA-01	UCEC	0	0.05540144	0.002118651	0	0	0.388832241	0	0	0	0	0.003656365	0.036220923	0	0.105194112	0.09348761	0.238570318	0	0.052084869	0.001337992	0	0	0.023095479	0.238	0.052062788	1.073594918
TCGA-BK-A0CC-01	UCEC	0.012168787	0	0.067153675	0	0.078100384	0.24712211	0	0	0	0	0.09083715	0	0	0.158185728	0	0.048611231	0	0.037759449	0.035601323	0.076116932	0.025398846	0.122944383	0.136	0.09147612	1.049974388
TCGA-AX-A2HH-01	UCEC	0	0.068193339	0	0	0.11225048	0	0	0.217745352	0	0	0.066903096	0	0	0.320851917	0	0.119560135	0	0.079600497	0	0.014895184	0	0	0.894	-0.025922721	1.115898879
TCGA-B5-A1MW-01	UCEC	0.024089529	0.00125456	0.038195913	0.035380192	0	0.14383648	0	0.140046169	0.021607786	0	0	0.088102616	0.007208425	0.024877591	0.01907743	0.262254646	0	0.152626191	0	0.041442473	0	0	0.758	-0.015964054	1.093802355
TCGA-AX-A1C7-01	UCEC	0	0.167264572	0	0.019746954	0.041109241	0	0	0.005413626	0.078342354	0	0	0.062329438	0.054633839	0.414135443	0.011179096	0.135720769	0	0	0.000443924	0.009680743	0	0	0.024	0.241536443	1.006559302
TCGA-B5-A0JN-01	UCEC	0.004600368	0.04067683	0.123450644	0.092738314	0	0.045750623	0.038190047	0.064256232	0	0	0.189329976	0.031780901	0.030022739	0.059622089	0.011094578	0.208728072	0	0.059758586	0	0	0	0	0.042	0.164182228	1.026697478
TCGA-SJ-A6ZJ-01	UCEC	0	0.078447446	0	0.090710044	0	0.111783001	0	0.120403843	0.109452686	0	0	0.158969478	0.031415723	0.021385935	0.009619552	0.214389794	0.021357117	0	0.03206538	0	0	0	0.12	0.100720572	1.063581948
TCGA-SJ-A6ZI-01	UCEC	0.059302641	0	0.018838135	0.193978498	0	0.110133863	0	0.214024849	0.075489639	0	0	0.048069217	0.002574836	0.012769967	0.054593888	0.090091082	0.035900716	0	0	0.008800791	0	0.075431878	0.106	0.106327119	1.068606115
TCGA-QS-A744-01	UCEC	0	0.048713994	0.089050137	0.03551142	0.092430459	0.195835464	0	0.104168468	0	0	0	0.042435616	0.042550356	0.153204634	0	0.155761642	0	0.025031714	0	0	0	0.015306096	0.418	0.01591275	1.085162413
TCGA-PG-A7D5-01	UCEC	0.002031543	0.026186804	0.116950649	0.190835109	0	0.043467568	0	0.046923745	0.034247372	0	0	0.154204745	0	0.178941425	0.024806767	0.038403734	0.00657167	0	0.118827336	0	0.017601533	0	0.026	0.222167214	1.004296836
TCGA-AJ-A6NU-01	UCEC	0.017769735	0.044860612	0	0.122126996	0	0.246726317	0	0.019496259	0.053854167	0	0.018550072	0	0.058410906	0.053236851	0.077327737	0.08986395	0	0.082871773	0.109119559	0	0	0.005785066	0.12	0.099169359	1.045674662
TCGA-EY-A72D-01	UCEC	0	0.082339393	0.153722927	0.003856603	0	0.081273442	0	0.143236897	0	0	0.063880636	0.005379516	0.028191682	0	0.014141009	0.3756531	0	0.033637868	0	0.014686927	0	0	0.058	0.135775603	1.036499241
TCGA-BK-A6W4-01	UCEC	0	0.055695616	0.018763293	0.160369995	0	0.152582204	0	0.099827598	0	0	0.018389502	0.044280742	0.025900041	0	0.028710277	0.206245553	0.048467159	0	0.075389253	0.047885915	0	0.01749285	0.142	0.086358527	1.048429391
TCGA-BK-A6W3-01	UCEC	0.126203343	0	0.046611413	0.211539295	0	0.049984432	0	0.144481504	0.055965449	0	0.007756081	0.018310605	0.015268718	0	0.178837669	0.124910944	0.000474251	0	0	0.017911891	0	0.001744405	0.016	0.292368668	0.979075179
TCGA-A5-A7WK-01	UCEC	0	0.074894405	0	0.085574939	0	0.12030534	0	0.112317576	0	0	0	0.1209412	0.015039856	0.079745787	0.055114235	0.245349504	0.002482271	0.030445249	0.057789637	0	0	0	0.456	0.010993403	1.082540415
TCGA-A5-A7WJ-01	UCEC	0.008670546	0.093068217	0.005646751	0.123936789	0	0.026158229	0	0.151348923	0.076063812	0	0	0.12355125	0.014166018	0.016843632	0.002146564	0.195312138	0	0.111470513	0	0.051616618	0	0	0.728	-0.013558719	1.102584252
TCGA-PG-A915-01	UCEC	0.010281199	0.078416452	0.025998165	0.098702335	0	0	0	0.153979743	0.014699667	0	0.015750632	0.150181364	0.02922865	0.180306104	0.02612516	0.126542273	0	0.020507823	0.069280433	0	0	0	0.124	0.096850062	1.052564654
TCGA-PG-A916-01	UCEC	0.162495859	0	0.178614755	0.051238709	0	0.129719166	0	0.043875641	0.044669809	0	0	0.095560689	0.012991191	0.075298113	0.005646113	0.1525401	0.009835097	0	0.037514756	0	0	0	0.004	0.395140827	0.92286543
TCGA-PG-A914-01	UCEC	0.008602235	0.03760714	0.014178561	0.062887451	0	0.019835957	0	0.200849379	0.006230885	0	0	0.069947268	0.030120296	0.319124546	0.031412776	0.14251005	0	0.029088213	0	0.027605242	0	0	0.026	0.222679909	1.005123855
TCGA-E6-A8L9-01	UCEC	0	0.014642962	0	0.215897924	0	0.045439727	0	0.043377649	0.02414364	0	0	0.247124775	0.008444544	0	0.022157255	0.263334021	0	0.022483362	0.092954143	0	0	0	0.014	0.30274291	0.980327212
TCGA-AJ-A8CT-01	UCEC	0.090975125	0	0.162219901	0.189160694	0	0.121679036	0	0.170997942	0.033636072	0	0	0.034573634	0.015287084	0.026080616	0.052909423	0.088928888	0.001511118	0	0.012040466	0	0	0	0.014	0.30736998	0.972789588
TCGA-QS-A8F1-01	UCEC	0.018167554	0.015065298	0.277106443	0.096912027	0	0.042755165	0	0.028701142	0.001255524	0	0	0.101801705	0.037052613	0.073005376	0.008181621	0.109704656	0.000160214	0	0.190130663	0	0	0	0.004	0.389597403	0.928907117
TCGA-5B-A90C-01	UCEC	0.121907173	0	0.09595842	0.068650988	0	0.030756189	0	0.110121776	0.018148543	0	0	0.06131127	0	0.062499253	0.055127718	0.247521204	0	0.095067014	0.032930452	0	0	0	0.014	0.314075342	0.954887542
TCGA-PG-A917-01	UCEC	0.073301878	0	0.052458036	0.340888788	0	0	0.001217952	0.156836546	0.029933224	0	0	0.047589752	0.003633832	0	0.108990262	0.183302227	0	0	0.001847504	0	0	0	0.03	0.210816316	1.019350984
TCGA-AJ-A8CW-01	UCEC	0.113860979	0	0.06917627	0.115604944	0	0.110701706	0	0.149901592	0.053295045	0	0	0.035658491	0.007815609	0.073462868	0.061199399	0.209323098	0	0	0	0	0	0	0.024	0.246252826	0.989073232
TCGA-AJ-A8CV-01	UCEC	0	0.005502347	0.053221321	0.228970259	0	0	0	0.184518625	0.106743029	0	0	0.082852272	0.024847882	0.032028437	0.058334097	0.175320461	0.01144193	0	0.032852918	0	0	0.003366424	0.024	0.238514427	0.999095989
TCGA-4E-A92E-01	UCEC	0.046194791	0	0.030849574	0.205640989	0	0.063863406	0	0.178285249	0.025847791	0	0.036279975	0.002863927	0.012156195	0.091304942	0.090443428	0.181850567	0	0	0	0.029639448	0	0.00477972	0.048	0.147666404	1.034397404
TCGA-2E-A9G8-01	UCEC	0	0.035739112	0.110999656	0.168203024	0	0	0	0.197915215	0.038067151	0	0	0.093530721	0.014890858	0.059337298	0.042984049	0.096000152	0	0.010963716	0.111426793	0	0.019942256	0	0.028	0.215149107	1.002022179
TCGA-A5-AB3J-01	UCEC	0.229559479	0	0.143763786	0.065165233	0	0.178857942	0	0.055697701	0.017964102	0	0	0.070916235	0.003324303	0.02863154	0.008491642	0.158191514	0	0.000960044	0.038476479	0	0	0	0.004	0.411845994	0.915280353
TCGA-5S-A9Q8-01	UCEC	0	0.160376066	0.027452199	0.105934507	0	0	0	0.198043497	0	0	0.068108306	0.042525801	0.021133232	0.25803919	0.023958067	0.089965634	0	0.001925753	0	0.002537747	0	0	0.118	0.101411356	1.055330688
TCGA-JU-AAVI-01	UCEC	0.021790604	0	0.054091337	0.312218887	0	0	0	0.260241832	0.006753264	0	0	0.125063435	0	0.01435163	0.098217118	0.102022823	0.004144823	0	0	0.001104247	0	0	0.1	0.109516411	1.08986012
TCGA-DI-A1BU-01	UCEC	0.020649446	0	0.031851177	0.197062384	0	0.088836402	0	0.238823473	0.066014788	0.027605733	0	0.112676433	0	0.044673966	0.070210357	0.09207726	0	0	0.009518581	0	0	0	0.054	0.142049071	1.068254522
TCGA-AX-A05W-01	UCEC	0	0.040818683	0.06484515	0.044066985	0	0	0	0.099914337	0.05159005	0.008306969	0	0.057920368	0.030525919	0.318768554	0.008103172	0.269900968	0	0	0.005238846	0	0	0	0.044	0.160505972	1.039303113
TCGA-B5-A0JR-01	UCEC	0.049018863	0	0.064776221	0.297050936	0	0.045005318	0	0.201729848	0.065584785	0	0	0.058929898	0.018319076	0.010472063	0.08311156	0.097893535	0.00198478	0	0	0.006123117	0	0	0.042	0.162948262	1.051524285
TCGA-N5-A4RV-01	UCS	0	0.047812429	0.010005792	0.054465371	0	0.065069903	0	0.078885824	0	0	0.041860689	0	0.004554489	0.434382192	0	0.221445507	0	0	0.041517802	0	0	0	0.028	0.166968763	1.051455035
TCGA-N6-A4VC-01	UCS	0.017879271	0.032324107	0	0.067122249	0	0.029325201	0	0.06028312	0.024096484	0	0	0.117178479	0	0.443622112	0.018235298	0.177552415	0	0	0.006023846	0	0	0.006357418	0.036	0.147604564	1.065818518
TCGA-N7-A4Y0-01	UCS	0	0.046790227	0.016191355	0.293599467	0	0	0	0.096772939	0	0	0.002151908	0.035264379	0	0.199125062	0.00301344	0.274559911	0	0	0	0.032531312	0	0	0.446	0.024047382	1.09393659
TCGA-N6-A4V9-01	UCS	0	0.022727601	0	0.013544372	0	0	0	0.180498782	0	0	0	0.039250249	0	0.573252432	0	0.134499895	0	0.025956252	0.010270417	0	0	0	0	0.431746452	0.919673444
TCGA-N5-A59F-01	UCS	0.031453558	0.061842502	0.022643407	0.196570668	0	0.099709181	0	0.098157836	0	0	0	0.105429069	0.053521973	0	0.02771893	0.209538536	0	0.000747228	0.092667112	0	0	0	0.022	0.19156219	1.010672684
TCGA-N5-A59E-01	UCS	0	0.092178004	0.000658665	0.091352114	0	0	0	0.085968881	0.031903053	0.0341208	0	0.019293959	0	0.444865198	0.045384965	0.14530375	0	0	0.007676477	8.24E-05	0	0.001211731	0	0.417285432	0.914670691
TCGA-N5-A4RO-01	UCS	0	0.144771039	0.00563099	0.214252637	0	0.176821578	0	0.066899891	0	0	0	0.012582974	0.03846963	0.270641456	0.003181678	0	0	0.004975059	0	0.043015767	0.018757301	0	0.542	0.00865255	1.102060424
TCGA-N5-A4RN-01	UCS	0.049352418	0	0.061720723	0.09102858	7.23E-05	0.043372857	0.024529415	0.054810569	0	0	0	0.077473836	0.047710489	0.015514387	0.001829267	0.482809633	0	0.015282741	0.034492749	0	0	0	0.036	0.147072147	1.030754649
TCGA-N5-A4RS-01	UCS	0.005900594	0.040745226	0	0.009397103	0	0.038603288	0	0.102102455	0	0	0	0.054658667	0	0.65527687	0	0.019025579	0	0	0.074290217	0	0	0	0	0.324875823	0.993538643
TCGA-N5-A4R8-01	UCS	0.018380492	0.011187307	0	0.106951271	0	0.131021056	0	0.034727078	0	0	0.01065682	0.000900841	0.037997446	0.43658883	0	0.176861744	0	0.021174853	0.01355226	0	0	0	0.178	0.072607942	1.098609185
TCGA-N8-A4PI-01	UCS	0	0.030253264	0	0	0.008021558	0	0	0.018262379	0	0.007927889	0.01909794	0	0	0.564427856	0	0.352009113	0	0	0	0	0	0	0	0.743535848	0.67229271
TCGA-N7-A4Y8-01	UCS	0.000494938	0.008136537	0.12597319	0.085033918	0	0.029851084	0	0.019834653	0.051977831	0	0.016678872	0.035677691	0.039330296	0.206884241	0.00292232	0.363158304	0	0	0.014046128	0	0	0	0.018	0.198056177	1.017140798
TCGA-N7-A4Y5-01	UCS	0	0.171698071	0	0.202106566	0	0.130821017	0	0.038760775	0	0	0	0	0.066783367	0.060163667	0.000511979	0.127101369	0	0.026341078	0.17571211	0	0	0	0.436	0.025611369	1.069579371
TCGA-N7-A59B-01	UCS	0	0.120512641	0.013426557	0.076056894	0	0.023177254	0	0.026562544	0.046579332	0	0	0.130524432	0.000417973	0.14667291	0.009388076	0.370083684	0	0.016171627	0	0.017847274	0	0.002578802	0	0.320586562	0.957598649
TCGA-N6-A4VD-01	UCS	0	0.019427225	0.020521419	0.017349431	0	0.06063326	0	0.049292615	0.042623166	0	0.021260557	0	0.031049316	0.324903401	0.015793417	0.319122462	0.009073799	0	0	0.059953615	0	0.008996319	0.014	0.214385147	1.021602668
TCGA-N5-A4RA-01	UCS	0	0.111632666	0.271284802	0.200894646	0	0.058035075	0	0.039609185	0	0	0.015229049	0	0.05777251	0.13190058	0	0.042079387	0	0	0	0.070390446	0	0.001171655	0	0.37030634	0.945325913
TCGA-N5-A4RD-01	UCS	0	0.095307331	0	0.028569334	0.065382064	0.049432953	0	0.112260632	0	0	0.087294362	0	0.077423448	0.117520697	0	0.295855594	0	0	0.070953585	0	0	0	0.35	0.037105057	1.064681674
TCGA-N5-A4RF-01	UCS	0.008170603	0	0	0.008769501	0	0.081691687	0	0.02436364	0.005476802	0	0.016562486	0.007721814	0.016146548	0	0.002920714	0.750383832	0	0.026758686	0.051033686	0	0	0	0	0.422453858	0.915777524
TCGA-N5-A4RU-01	UCS	0	0.012524017	0	0.216938834	0	0	0	0.115490369	0.010881961	0.017537262	0	0.018875279	0	0.210648759	0.0364097	0.356553061	0	0	0.004140756	0	0	0	0.104	0.093578386	1.068586726
TCGA-N5-A4RT-01	UCS	0	0.057595029	0.013074066	0.11336398	0	0.195453415	0	0.020605558	0	0	0	0.08467081	0.096949348	0.063033968	0.017471054	0.217113948	0	0.085939122	0.033130456	0	0.001599246	0	0.832	-0.016424618	1.086585859
TCGA-N5-A4RJ-01	UCS	0	0.004983299	0.093520424	0.147577766	0	0.084846964	0	0.126533667	0.047063822	0	0	0.104967514	0.047240966	0.010449667	0.026396234	0.304216835	0	0.002074894	0.000127948	0	0	0	0.028	0.16451911	1.027010557
TCGA-N9-A4Q3-01	UCS	0.033140798	0.086906952	0.038484295	0.096762493	0	0.060856328	0.011851021	0	0.005591235	0	0	0.125717184	0.017140101	0.291261369	0	0.222630529	0	0	0.009657694	0	0	0	0.008	0.242597798	0.998646504
TCGA-N8-A56S-01	UCS	0.00672854	0.059397977	0.01344693	0.054439649	0	0.054079203	0	0.017053138	0.009077347	0	0.044184195	0.030078021	0.040560269	0.170064141	0.021335818	0.318589388	0	0	0.160965381	0	0	0	0.258	0.052022231	1.065364951
TCGA-N9-A4Q7-01	UCS	0	0.041212496	0.018132365	0.270169436	0	0	0.160091371	0.078140172	0.053666935	0	0	0.081303774	0.022704024	0.015513203	0.101535415	0.089685429	0.024544869	0	0.04165562	0	0	0.00164489	0.106	0.092995538	1.064967722
TCGA-N9-A4Q8-01	UCS	0.101491701	0	0.198117802	0.047226563	0	0.030948237	0	0.030915375	0.019368333	0	0	0.021839135	0	0.279596766	0.00784478	0.252564983	0	0.007874527	0.002211797	0	0	0	0	0.329712155	0.964574322
TCGA-NA-A4QV-01	UCS	0.075302946	0	0.044194305	0.048587304	0	0.021721366	0	0.07867929	0	0	0	0.014711401	0.001813846	0.205611144	0.028451542	0.462273835	0	0.006484023	0.012168999	0	0	0	0.024	0.186623624	1.029763661
TCGA-N8-A4PM-01	UCS	0.018127482	0.003599538	0	0.033366075	0	0.090940298	0	0.012823519	0.018871138	0	0	0.014110204	0.070453889	0.177998909	0	0.479456718	0	0.015412571	0.064839661	0	0	0	0.008	0.256903055	0.99574462
TCGA-N8-A4PN-01	UCS	0.009965402	0.076625884	0.036752453	0.085672121	0.0718083	0	0	0.014232183	0	0	0.064699808	0.001922829	0.101615833	0	0.019693004	0.517012182	0	0	0	0	0	0	0.094	0.096817435	1.056907325
TCGA-N8-A4PL-01	UCS	0.012222088	0.001187384	0	0	0.071231327	0.066282152	0	0.042254158	0.014726418	0	0	0.120895246	0	0.525395	0	0.139254149	0	0	0.006552078	0	0	0	0	0.33315218	0.976968159
TCGA-N9-A4Q1-01	UCS	0.091120794	0	0.333456337	0.09014332	0	0.070605684	0	0.075597748	0	0	0	0.064384296	0	0.061988765	0.008484588	0.173996815	0	0	0.030221653	0	0	0	0	0.437652966	0.912659339
TCGA-N9-A4Q4-01	UCS	0	0.111368023	0.023077466	0.021017506	0	0.069912346	0	0.048739674	0.016265955	0	0.015680706	0.039285624	0.052231788	0.113939471	0.034659187	0.224214255	0	0	0.229607997	0	0	0	0.064	0.113945423	1.032285287
TCGA-N6-A4VG-01	UCS	0.007611575	0.009745424	0.037653354	0.096190146	0	0.120159086	0	0.11765525	0	0	0	0.012499283	0.041440887	0.218546372	0.067180732	0.239606425	0	0	0	0.031711468	0	0	0.026	0.167972178	1.023488256
TCGA-N6-A4VE-01	UCS	0	0.037498332	0.011226865	0.031991717	0	0.049621223	0	0.022333703	0	0	0	0.069123069	0.001993622	0.283278798	0	0.348569639	0	0.104427858	0.039935175	0	0	0	0.014	0.215018286	1.017289876
TCGA-N6-A4VF-01	UCS	0.017023118	0	5.78E-05	0.110896231	0	0.153064465	0	0.053593394	0.054965695	0	0	0.05329352	0.075534761	0.050417978	0.077707513	0.293286459	0	0	0.060159095	0	0	0	0.006	0.266021069	0.976061265
TCGA-N8-A4PP-01	UCS	0.039206746	0	0.025080267	0.1131172	0	0.085337512	0.022473699	0.002984907	0.006580002	0	0	0.017479053	0.077942406	0.134347062	0.084401324	0.287018941	0	0.021810184	0	0.074497764	0	0.007722934	0.058	0.123050821	1.038424736
